PageRank	Ids
0.0004246387523616727	435911
0.00042385950514672996	832371
0.00042363570393845636	156950
0.0004220362671300689	367175
0.000420893539150626	698995
0.00041986103151660107	671067
0.00041920818299276923	704006
0.000419184270583422	776695
0.0004191040481649782	642998
0.00041754771202408655	424490
0.00041703637422548813	396151
0.00041703637422548813	747703
0.00041703637422548813	912266
0.00041448589364711353	219040
0.00041405633184149075	181922
0.00041403757588044036	628478
0.0004133620261825886	203975
0.00041327610213044827	823018
0.00041311360517132305	861812
0.0004117308018050235	836461
0.0004108779963754301	832939
0.0004092858129962728	784981
0.00040921812999339705	530746
0.00040747668694260494	127372
0.0004066476402500987	824509
0.0004058949694297988	322958
0.0004055441519504177	718657
0.0004048234825312304	400675
0.0004047364624987619	526202
0.0004046969237036619	417832
0.00040458270068123125	595777
0.00040412385795142246	727082
0.00040329042350218996	714987
0.00040135178464304963	861899
0.0004012324191738367	360442
0.00040073436114373176	579432
0.0004006062109985893	306718
0.00040019025888105974	317298
0.00040006912419367923	272194
0.00039964313790673565	441289
0.0003992152328394917	76023
0.00039911266425796354	216203
0.00039893443344001813	299153
0.00039868136666125785	361076
0.00039824991725282636	15259
0.0003979501211188617	867923
0.00039774833100252255	659658
0.00039735929444579003	832181
0.0003971882748737541	503312
0.0003968034129818213	576537
0.00039675879256578545	542053
0.0003964451095729338	60543
0.0003963535386446657	322822
0.0003960589061601954	534167
0.00039596387807172307	621443
0.00039579113904115445	615460
0.00039575822304676423	435393
0.0003956342527972182	535233
0.00039488678180933114	632695
0.00039352861413775793	411957
0.0003921250403837434	452802
0.00039122727610355426	579169
0.00039057865505248707	273275
0.00038977883764533696	27924
0.0003893916934568809	381320
0.0003893684052956164	192418
0.00038870857371901303	525184
0.0003882371427559168	896419
0.00038815697045046745	462745
0.00038780610728209535	705695
0.0003874233346105244	182247
0.00038740963960450523	185271
0.0003873141947566448	11342
0.00038639501311296724	382471
0.00038515609755989495	443139
0.00038462467313848063	42021
0.00038386531739786434	312725
0.0003831669369381262	153744
0.00038286536631732806	250548
0.0003806430407676124	209111
0.00037964053331487175	111687
0.000379101240024593	858447
0.00037892629864000825	684544
0.00037609001715461024	75753
0.0003749721298997818	833388
0.0003741272088916024	834029
0.00037339134199439064	293994
0.0003731087142400377	163614
0.00037228860965069703	836591
0.00037208201255863315	507493
0.00037165251221187566	307844
0.00037115476988704117	546184
0.00037029595568414036	202411
0.0003699332110279893	873903
0.0003696188086535331	162633
0.00036957467393118935	86613
0.00036955204639316957	526164
0.0003693852688081377	648160
0.00036811296005953315	199839
0.00036780792355984806	414057
0.00036740457559570103	310630
0.00036739077874590613	566801
0.0003672596447385915	350096
0.00036718462758458874	183928
0.0003670464270827429	185496
0.0003669432119726819	394621
0.00036647888501785295	835714
0.00036609147915024067	163436
0.00036587576891296725	267401
0.0003656828586787677	826643
0.000365610460160218	113400
0.00036552533078524886	723564
0.00036539993130307955	263973
0.00036539567930225563	511777
0.000365391331016339	7131
0.00036509479055192167	733704
0.00036491743524640085	109447
0.00036481430453570637	458049
0.00036447709196484014	316440
0.00036438092798861464	858998
0.0003632455552926489	738994
0.00036310848407004225	66413
0.00036283537764447466	77436
0.0003624254237722771	250139
0.000362109547918685	286373
0.0003620856491271028	430708
0.0003619527764755141	424266
0.00036188192562149513	455784
0.00036177643664839096	891835
0.00036150764569075077	780880
0.00036091977186995404	687219
0.00036080958775966485	146581
0.0003602709383611115	819875
0.0003602198684877432	812141
0.0003600156533977339	465399
0.00036001386280791497	691178
0.00035993900974310046	395244
0.0003598362988985744	849286
0.00035979026737938423	169642
0.0003596471621564529	0
0.0003596288919658264	189997
0.0003594521607455151	501839
0.0003593300842628538	565303
0.0003592840274716096	61510
0.00035911351775649446	900256
0.00035890669713002063	546581
0.0003589065108247349	159834
0.00035873722772697	109681
0.00035869776409334935	747246
0.0003586063647180587	124446
0.0003583197794199191	33210
0.0003582103425373207	412196
0.00035777489570908676	139972
0.00035771480093272967	848635
0.00035764115276464876	268108
0.00035740598275474367	72960
0.0003572725203961553	86621
0.00035723352323550623	464936
0.0003570222907653807	782447
0.0003568543430024292	455570
0.0003566732244721635	11958
0.0003565972488756114	438091
0.0003565744312408622	368348
0.0003565583146198967	105322
0.00035651178768498934	647961
0.0003564969389948199	133192
0.00035644157049995136	778296
0.0003563825726061889	46123
0.0003563352866224677	525525
0.00035622407256057434	724847
0.0003561815317762374	600077
0.00035605181536159104	609886
0.00035600848536434263	290693
0.00035592374484211096	680677
0.0003557973088919596	715102
0.000355676879333185	292934
0.0003555227291465587	342980
0.00035530004267331607	900126
0.00035461761831249636	650038
0.000354588170676584	445245
0.00035456406841316866	861125
0.00035432798918411985	774791
0.0003542922587116448	237149
0.0003540471011689555	875800
0.0003538483200091227	284816
0.00035343219964737176	330196
0.00035275222470504235	296128
0.000352691298389799	543573
0.0003526524960191565	30941
0.0003523165688407256	620625
0.00035220672061084	708686
0.0003520134785123592	196613
0.00035195576606354874	853880
0.00035193143314385416	793999
0.0003515981168507281	17517
0.00035146861865237777	284798
0.0003511145811851111	57791
0.0003510105420414093	242160
0.0003509250707638984	300972
0.00035077726080984554	590190
0.000349809746998445	731591
0.0003497424577265828	357845
0.00034915812149935866	249007
0.00034764904619049615	690162
0.00034757223867989246	51573
0.00034720262770456217	707223
0.0003471000002309618	731734
0.0003470107893253541	556384
0.000346731160253046	875821
0.0003467176829762928	838973
0.00034662421934438816	94430
0.0003466119300924023	75364
0.00034649654249298826	59462
0.00034591486693263577	495052
0.0003457477991582854	891946
0.0003453382738532031	907510
0.00034486080582171394	118294
0.0003446839347095099	532842
0.00034464446808895	896811
0.0003445450851131231	438184
0.00034414287327509934	604395
0.00034389474638505345	486006
0.0003438649424370924	614131
0.00034300642562301337	160306
0.00034295891963117235	368347
0.0003428985084415895	211547
0.00034277316550617603	755624
0.0003422962433421565	261641
0.0003418961780887906	827100
0.0003418442058306896	705953
0.00034140357237465006	68843
0.00034120685036750296	912166
0.0003412063830165186	732201
0.0003411508112234094	311614
0.00034108901922921293	710983
0.00034069403156207587	534380
0.0003406824045638512	640693
0.00034064758586437277	137553
0.00034014733648482666	203402
0.00033958099837079557	862768
0.0003390093444517324	662806
0.0003385086019279484	97759
0.0003373318685006048	902762
0.0003372259947879433	866428
0.0003369245803162351	316048
0.00033692371579180895	676623
0.0003367830521353293	39916
0.00033660488028437274	6658
0.00033658865849855535	452090
0.00033571648022505325	43911
0.00033561200477479145	345509
0.00033555294652984634	256479
0.0003354780885549444	13593
0.00033539485326537473	429246
0.0003353608098034507	833263
0.00033527308530675344	858446
0.00033511144107656446	845568
0.0003348709254968013	449940
0.00033486957371599865	420984
0.0003348669463791892	64308
0.0003347476984750211	645427
0.00033465703311354406	167833
0.0003345850737490506	141978
0.000334551427820156	305428
0.00033449223118280904	284
0.000334062720764904	9088
0.00033384211105840183	757118
0.00033365063548408035	152873
0.0003335365729159373	831418
0.0003335350327191428	67751
0.0003333893135462564	270868
0.00033333424863434924	157079
0.0003332821602492715	101999
0.00033325338137086543	609983
0.0003330340496118933	327794
0.0003329573089730372	376410
0.0003329022341801243	508053
0.0003329012145387226	904602
0.0003327907006805816	334882
0.0003327012443018053	796226
0.0003326098347395626	120618
0.0003323382180399372	626986
0.00033230003501645187	434871
0.00033218055923343073	295021
0.00033214139126043897	461659
0.0003320717047823511	437699
0.00033184801874975493	554613
0.00033177822163203376	421658
0.0003316289425337638	562644
0.00033158703534072535	533368
0.00033141443675827395	829224
0.0003309906170424503	652552
0.0003307828186159193	619588
0.0003307127471775974	912339
0.00032995292895059126	22128
0.00032985390074613037	83884
0.00032967965195991773	2825
0.00032967629313811555	346268
0.00032942829437543044	342597
0.0003293727928254462	588614
0.00032935923919530494	133304
0.0003291545684527202	680463
0.0003290315568691043	798597
0.0003289429867109202	637117
0.0003287141285422538	452525
0.0003284534583361444	40033
0.00032752380452358824	96828
0.0003274078182220244	387527
0.00032738144388455765	417728
0.0003273637051178593	725829
0.0003270771337810504	8316
0.00032688975136801806	49944
0.00032682834260580064	859607
0.00032651694712460515	726720
0.0003261835426446829	867457
0.00032608419807934744	309675
0.0003259118101693692	881208
0.00032569546365034477	850176
0.0003250552675936611	568813
0.00032489895468945955	22310
0.0003240726068626131	576648
0.0003231465286228282	105102
0.0003224883806028207	153094
0.00032224820813229923	704396
0.00032141005196009226	881775
0.00032107233052369646	906024
0.00032080097775383226	179042
0.0003207516911137555	899071
0.0003202667784285565	13505
0.00032022294850352095	87899
0.0003201765514693394	658333
0.00031851436299124307	419645
0.0003185083353618654	684844
0.0003166452013692552	607925
0.000316514838424219	150062
0.000316417769377881	533721
0.0003163457312932851	753110
0.0003160601770361885	670602
0.00031593404368191787	611735
0.00031584087987304775	867243
0.0003155788155038346	270516
0.00031469368201878016	559024
0.0003145711308887966	829662
0.00031434790347371894	756374
0.00031392812969836847	367812
0.00031380581606586447	80626
0.00031375535091716873	50192
0.0003135245928113164	873774
0.00031329551246227314	190834
0.00031324785590507403	107219
0.00031202512854366704	226587
0.00031169641593061155	102352
0.0003111306173126005	464578
0.0003110725582371613	411227
0.00031063611261161175	580836
0.0003104924543410034	435615
0.00031040482899718857	118851
0.00031035413737048753	671110
0.00031034276038603156	679725
0.00031027559335145303	852995
0.00031006157764794167	854120
0.0003097185549693196	914073
0.00030950795905952374	741158
0.00030885592655100906	901457
0.0003085826521047109	912983
0.000308526484607194	250114
0.0003082920349972931	484795
0.00030801222461209583	93804
0.0003078392695346596	281877
0.0003077833464405469	30115
0.0003077833464405469	134539
0.0003077833464405469	396680
0.0003077833464405469	455062
0.00030769281985854947	119701
0.0003071621631343353	856637
0.00030708818821147945	297023
0.0003069967659811389	309655
0.000306904525357242	648867
0.0003068486611680132	895872
0.0003068109028770718	510612
0.0003067133175564072	849854
0.0003066042343988451	559008
0.00030629840251900596	759370
0.0003061727600269429	505618
0.0003060690824036788	721116
0.00030602115244358035	657788
0.0003059851613775673	780537
0.00030596504723196086	549827
0.0003057840906455642	595969
0.0003056923212498151	620805
0.00030556583140413054	125969
0.00030555255225314616	789996
0.0003054490488765763	470839
0.0003051077980626172	808816
0.00030468568788367294	280740
0.00030434347941191847	856340
0.00030359266647228474	678112
0.00030359266647228474	782879
0.00030326052419093737	685695
0.00030312998559993794	589120
0.00030307905564011853	291148
0.0003028596100868089	844281
0.00030279160240056444	491547
0.00030266188155667767	770228
0.0003023279713650016	913335
0.00030229530069503534	796190
0.00030159078721574584	724907
0.0003015803857318113	844937
0.00030155765867769527	852687
0.0003009605584512723	218920
0.0003008509392887524	142187
0.0003007698264969145	647018
0.00030049174488652774	145200
0.00030049174488652774	419669
0.00030049174488652774	662845
0.00030049174488652774	722570
0.0002983093117239012	706210
0.00029768216122634414	13809
0.00029751350357194544	282019
0.0002974215962755269	544131
0.0002968951820759104	597322
0.0002968797748379279	742146
0.0002966332597719731	525053
0.0002964400505341072	652640
0.0002964400505341072	419963
0.00029643593035753407	1673
0.00029618344376450306	183182
0.00029615244436181215	165459
0.00029599896505465604	538710
0.00029584897092341705	395949
0.00029560605624171416	596814
0.00029528766175845314	293064
0.0002951604959436226	794371
0.0002950381189034447	807283
0.0002948661741209321	296933
0.0002944077838534774	705814
0.0002942956285333812	537852
0.00029391460934023603	236155
0.0002935935517060684	408802
0.0002935201315294033	285042
0.0002929651414451522	785394
0.00029291672932375216	96072
0.00029246020993287764	157394
0.00029237420466940174	546829
0.0002917333000080432	160425
0.00029128214881169454	799858
0.00029123973341957604	14571
0.0002911945625545338	612617
0.00029116281642122135	823678
0.0002904387164634951	261766
0.00029007077783435527	680980
0.00028964197047397374	18500
0.0002895636295110695	49845
0.00028941618659180176	612400
0.00028921597548875667	455043
0.00028912871896102785	183063
0.00028901181555877073	310096
0.00028889389635846805	332592
0.00028877620705540437	910916
0.0002887205976571563	329378
0.0002886882892014728	61108
0.00028863803806533	848497
0.0002882181234957061	8834
0.00028804397201657306	246940
0.00028791266719976465	217485
0.00028771812011924356	323611
0.0002876403127966309	431594
0.0002875820713089816	569816
0.00028734868742199925	262877
0.0002866979883565667	230899
0.0002862079960244076	17858
0.0002857594728349799	906306
0.0002854985993194101	490559
0.00028533457815751306	269822
0.0002852748175761473	870033
0.00028527382144142807	834531
0.0002852604096163147	261218
0.00028519035625105936	74224
0.00028508142035414176	703458
0.0002849148427620474	659499
0.00028462357116576986	818500
0.00028435304320032395	320264
0.0002841261259546194	367501
0.0002840567175391827	914842
0.00028403603712347816	153967
0.00028348804978494205	441852
0.0002833112891355196	899064
0.00028318863679495767	488181
0.00028306610120408656	379362
0.00028294644027100814	645885
0.0002828950585139539	444534
0.0002826687411228538	274064
0.00028253541461394777	31220
0.00028217862795550997	13825
0.00028209114163819243	95118
0.00028166783407960956	890675
0.0002816002958213359	738542
0.0002813866751990977	825823
0.0002812979611458192	457119
0.00028118081063627036	567722
0.0002810672435968328	360877
0.0002809308538210587	787009
0.00028079897634081025	798895
0.00028048074752440766	241611
0.0002802719222968724	495084
0.0002802719222968724	655158
0.00028003234288741713	909643
0.00027995934633408726	297289
0.00027984004810574313	407359
0.00027963944070615813	724629
0.00027901573738050873	400359
0.0002789133943592572	547329
0.00027868279715724997	652671
0.0002778454583762259	776017
0.0002774129380355392	543262
0.000277263846664357	743796
0.00027690242766755717	55030
0.000276732690394386	132001
0.0002764572572559845	186630
0.00027620447561333127	881092
0.0002761881618906668	281234
0.0002759389741251114	779319
0.00027560184645942566	610105
0.00027531084906735453	213338
0.00027522478862366026	541901
0.00027515852658074717	827777
0.0002749972365300099	234944
0.00027467278974119096	869115
0.00027465647073753285	455271
0.0002741291550715603	587644
0.00027368611576345805	173486
0.00027346544203455596	525048
0.00027233291608880954	323702
0.00027229214017271283	482254
0.00027209496870084227	415474
0.0002716450637347475	723380
0.00027112702889759045	265970
0.00027020587533192563	447743
0.00026990231862727585	53051
0.0002698774322966443	105412
0.0002697646749155856	10777
0.0002697386682629367	237684
0.00026931141109125126	119275
0.00026931141109125126	858898
0.0002688177891801779	859714
0.0002687524218937078	481149
0.0002685128999870277	749291
0.00026841307131863677	333340
0.00026799312895266024	364622
0.0002678723613967242	489415
0.0002675443010076869	515434
0.00026745666454350286	76969
0.0002671644393675774	216840
0.00026692277399658487	336806
0.0002669110945015764	679922
0.00026688558415394236	644602
0.00026686315881481747	321004
0.0002668061649453455	357507
0.00026679997176553015	346783
0.0002666446003616076	447063
0.0002665258769946428	475179
0.0002664072824523579	449947
0.00026632442319047373	426078
0.00026630092439333734	662101
0.00026615303741335425	782223
0.0002661499222241569	732741
0.00026609024508449466	781983
0.000265234265645515	367381
0.0002647655197303184	4027
0.0002647277903613144	158787
0.0002644984522279842	437593
0.00026387267729012265	746606
0.0002636767951514681	590768
0.0002636594539890121	749517
0.0002636278468559704	604734
0.00026346788263399544	894010
0.0002633679316340974	818194
0.0002633387375975248	650723
0.0002626339207545266	19976
0.00026259889297045806	99176
0.00026219013708649914	382880
0.00026210438869941454	451678
0.00026202733764660075	728585
0.00026202586447682035	211214
0.0002618052283545987	786167
0.0002615044390589095	900690
0.0002612984595745849	748615
0.000261186022092324	280351
0.0002611076067220802	321094
0.00026097514184474893	611114
0.00026017843567496156	336829
0.0002601772348319548	688227
0.0002601116268240435	207100
0.0002597214446151259	334739
0.000259700412100939	690847
0.00025938403080646744	55490
0.0002592995558625751	862566
0.0002591649237358159	169564
0.0002588789966046533	277198
0.00025878346960661705	569212
0.0002587726388155956	26933
0.0002586974132764693	589763
0.00025867735247600245	273089
0.0002586141775108693	264195
0.0002586111001735033	422974
0.0002582747061824267	267226
0.00025813683471364874	446437
0.00025812905844432995	276233
0.0002580676525990958	608928
0.00025804551116247746	654643
0.00025800807640633964	274257
0.0002579803708171468	807990
0.0002579349744985511	849435
0.00025782041443489436	69083
0.00025779628586693247	177207
0.00025770684473163356	372406
0.00025767097154914126	158481
0.00025766510093070484	809579
0.00025761223719614917	505449
0.0002575888665018453	560307
0.00025758488060530416	829088
0.0002575215255877235	670568
0.000257411860555307	852237
0.00025684173278025336	112762
0.00025677965470383016	845263
0.000256448486710795	398103
0.0002564255861673448	471046
0.0002564027072797519	635575
0.0002563294298340077	489707
0.0002562412789196698	893884
0.000255751136953871	205032
0.0002550160327224173	492643
0.00025493021129674475	14456
0.000254833267527709	302968
0.0002547761832407711	150176
0.0002544903463954362	552600
0.00025424152021333394	314770
0.000254097349656954	354993
0.00025407722273142864	123218
0.0002536584186295961	830292
0.00025355888037401574	18226
0.00025345375046867413	206007
0.00025278395763693505	134515
0.0002527683342083473	675924
0.00025274127098488206	69499
0.0002527266500660122	637227
0.000252432711959135	274858
0.0002523325878361915	845605
0.00025212928109929713	156845
0.0002521003543005767	632631
0.0002516241616031334	671381
0.00025149979868104293	504355
0.00025146488897521426	843827
0.0002513885269486419	15981
0.000251114695368566	624959
0.0002510086751238588	254340
0.00025091260986923584	61622
0.00025081139484980984	204849
0.0002506345378506045	599611
0.0002506206393703477	33907
0.0002503781082930134	11639
0.00025027919270185925	636481
0.00025027771336272846	434577
0.00025019857019136687	88747
0.00025016443927713765	690586
0.00025013541989628584	128806
0.00024998606164872204	512267
0.00024985390386576454	598143
0.00024979887957755225	225400
0.0002497919046878111	616288
0.0002496643362689993	422273
0.0002496368328922096	126260
0.0002494761441410003	708824
0.000249169238505032	78279
0.00024909909533455733	862955
0.0002490451339156561	850502
0.00024903047554991636	132179
0.00024875052062187493	548654
0.0002486745953427783	715540
0.0002486317233304669	705025
0.0002485823226379297	873015
0.0002483885650308809	541404
0.00024817577321465794	170617
0.00024816701615701435	848617
0.00024813420907211515	658225
0.0002480459666560126	803507
0.00024764139410888685	182870
0.00024747517178614817	203973
0.00024729307281945407	110110
0.00024685223861180456	297062
0.0002468284574042578	517918
0.00024680594151605284	35459
0.00024660335934212937	540981
0.00024660335934212937	591684
0.00024660335934212937	601010
0.00024660335934212937	867106
0.0002462621144324542	159010
0.00024593916434172857	863895
0.0002457967020097204	169673
0.0002457501588302816	405527
0.00024566295892760947	668328
0.00024566295892760947	673108
0.00024565043878867497	70154
0.00024549502708002744	916146
0.0002452556492540821	171149
0.00024500865921877745	683203
0.00024476555271101127	87685
0.000244633133449259	79659
0.000244572932027071	895633
0.00024451325402712856	194944
0.00024443842492753633	105213
0.0002443773486141983	460813
0.00024422682821445356	354360
0.0002442243695150863	3339
0.00024385907699322286	448045
0.00024383335842476005	869022
0.00024316925568952007	657800
0.00024301919595833633	905625
0.00024279223647781105	518617
0.00024273581124813394	472339
0.00024269165671381035	425667
0.00024259027006201587	578091
0.00024240724874551153	83850
0.00024166298451716765	869825
0.00024155561634837697	334309
0.00024125887504423794	8517
0.00024111301178567543	70280
0.0002409868841314926	187770
0.00024090552387853108	436922
0.00024086209254446856	225530
0.0002408312757588711	366151
0.00024080904504545462	271120
0.00024074593667985803	822292
0.0002406972760366043	233513
0.00024064337760848159	397126
0.0002406240122027892	421091
0.00024049780630489871	668728
0.00024030399262818395	610457
0.0002402462609111592	539792
0.00024018746708655926	777734
0.000239981003389019	106
0.00023988533528215085	760138
0.00023980162110940186	907505
0.00023969880859910106	15453
0.00023952478960633907	569975
0.0002394402987076366	325450
0.00023918652016862704	877041
0.00023899764602145802	904600
0.00023898056403590993	408357
0.00023849488003462128	168595
0.00023806574314773322	32921
0.00023803571379613474	601600
0.00023769434464457337	300279
0.0002371261001706973	492644
0.00023705073955389072	370675
0.00023703298485333376	733696
0.00023700382263427145	538802
0.00023683063088878714	113085
0.00023661177923202799	585523
0.0002365921930620219	665696
0.0002365730910035508	4361
0.00023621950805969324	596011
0.0002359647914219254	302618
0.00023563192902777553	139279
0.00023561715396342166	688431
0.00023540056929507875	85803
0.00023534111427498473	198733
0.0002353149524939564	897247
0.00023506161601999142	651129
0.00023498211210212235	785941
0.00023497166939369672	871512
0.00023495875623129244	673406
0.0002345782380452111	695217
0.00023403084930787268	877059
0.00023397930492924002	126127
0.0002339064530700419	46965
0.00023369894888921735	368492
0.0002333435919098126	116286
0.00023329521281334	831835
0.00023325588075733347	625517
